horse_id,horse_name,declared_entry_count,nonempty_entry_count,mojibake_cells_repaired,qc_status,source_url
2012104668,サトノクラウン,62,62,5,PASS,https://db.netkeiba.com/horse/ped/2012104668/
2012104799,ブライトエンブレム,62,62,11,PASS,https://db.netkeiba.com/horse/ped/2012104799/
2012100407,グァンチャーレ,62,62,18,PASS,https://db.netkeiba.com/horse/ped/2012100407/
2012103656,ジャストフォーユー,62,62,17,PASS,https://db.netkeiba.com/horse/ped/2012103656/
2012104614,トーセンバジル,62,62,10,PASS,https://db.netkeiba.com/horse/ped/2012104614/
2012106160,クラリティスカイ,62,62,16,PASS,https://db.netkeiba.com/horse/ped/2012106160/
2012103165,コメート,62,62,7,PASS,https://db.netkeiba.com/horse/ped/2012103165/
2011104004,サングレアル,62,62,6,PASS,https://db.netkeiba.com/horse/ped/2011104004/
2009106332,ダノンジェラート,62,62,5,PASS,https://db.netkeiba.com/horse/ped/2009106332/
2011104272,キングズオブザサン,62,62,6,PASS,https://db.netkeiba.com/horse/ped/2011104272/
2009102413,フレージャパン,62,62,10,PASS,https://db.netkeiba.com/horse/ped/2009102413/
2007104975,ゲシュタルト,62,62,8,PASS,https://db.netkeiba.com/horse/ped/2007104975/
2008104835,ヒットザターゲット,62,62,25,PASS,https://db.netkeiba.com/horse/ped/2008104835/
2009103402,サンレイレーザー,62,62,7,PASS,https://db.netkeiba.com/horse/ped/2009103402/
2009105185,コスモオオゾラ,62,62,5,PASS,https://db.netkeiba.com/horse/ped/2009105185/
2010104439,ラストインパクト,62,62,7,PASS,https://db.netkeiba.com/horse/ped/2010104439/
2010104287,デニムアンドルビー,62,62,10,PASS,https://db.netkeiba.com/horse/ped/2010104287/
2009102644,スノードン,62,62,10,PASS,https://db.netkeiba.com/horse/ped/2009102644/
2008103192,カレンミロティック,62,62,8,PASS,https://db.netkeiba.com/horse/ped/2008103192/
2009100777,メイショウカドマツ,62,62,7,PASS,https://db.netkeiba.com/horse/ped/2009100777/
2008103206,ウインバリアシオン,62,62,8,PASS,https://db.netkeiba.com/horse/ped/2008103206/
2008102064,ホッコーブレーヴ,62,62,16,PASS,https://db.netkeiba.com/horse/ped/2008102064/
2009106599,フェノーメノ,62,62,9,PASS,https://db.netkeiba.com/horse/ped/2009106599/
2011104377,サウンズオブアース,62,62,5,PASS,https://db.netkeiba.com/horse/ped/2011104377/
2010100233,トーセンアルニカ,62,62,19,PASS,https://db.netkeiba.com/horse/ped/2010100233/
2008102279,トラストワン,62,62,11,PASS,https://db.netkeiba.com/horse/ped/2008102279/
2006103340,ダノンヨーヨー,62,62,6,PASS,https://db.netkeiba.com/horse/ped/2006103340/
2010104304,ラキシス,62,62,4,PASS,https://db.netkeiba.com/horse/ped/2010104304/
2009102372,ゼロス,62,62,8,PASS,https://db.netkeiba.com/horse/ped/2009102372/
2009106230,カレンブラックヒル,62,62,7,PASS,https://db.netkeiba.com/horse/ped/2009106230/
2008103165,ムスカテール,62,62,7,PASS,https://db.netkeiba.com/horse/ped/2008103165/
2011103584,ショウナンパンドラ,62,62,10,PASS,https://db.netkeiba.com/horse/ped/2011103584/
2009105961,スピルバーグ,62,62,6,PASS,https://db.netkeiba.com/horse/ped/2009105961/
2011105005,タガノグランパ,62,62,17,PASS,https://db.netkeiba.com/horse/ped/2011105005/
2012104511,ドゥラメンテ,62,62,14,PASS,https://db.netkeiba.com/horse/ped/2012104511/
2012103484,スピリッツミノル,62,62,12,PASS,https://db.netkeiba.com/horse/ped/2012103484/
2012106019,ワンダーアツレッタ,62,62,10,PASS,https://db.netkeiba.com/horse/ped/2012106019/
2012104889,リアルスティール,62,62,4,PASS,https://db.netkeiba.com/horse/ped/2012104889/
2012102013,キタサンブラック,62,62,16,PASS,https://db.netkeiba.com/horse/ped/2012102013/
2012104164,ミュゼエイリアン,62,62,14,PASS,https://db.netkeiba.com/horse/ped/2012104164/
2012103193,ダノンプラチナ,62,62,5,PASS,https://db.netkeiba.com/horse/ped/2012103193/
2012104407,マキシマムドパリ,62,62,7,PASS,https://db.netkeiba.com/horse/ped/2012104407/
2012100229,ウインアキレア,62,62,13,PASS,https://db.netkeiba.com/horse/ped/2012100229/
2012103543,タマモボレロ,62,62,9,PASS,https://db.netkeiba.com/horse/ped/2012103543/
2012100277,ロックキャンディ,62,62,8,PASS,https://db.netkeiba.com/horse/ped/2012100277/
2012104241,シングウィズジョイ,62,62,12,PASS,https://db.netkeiba.com/horse/ped/2012104241/
2012103979,ディアマイダーリン,62,62,8,PASS,https://db.netkeiba.com/horse/ped/2012103979/
