horse_id,horse_name,source_url,qc_status,ped_S,ped_SS,ped_SSS,ped_SSSS,ped_SSSSS,ped_SSSSD,ped_SSSD,ped_SSSDS,ped_SSSDD,ped_SSD,ped_SSDS,ped_SSDSS,ped_SSDSD,ped_SSDD,ped_SSDDS,ped_SSDDD,ped_SD,ped_SDS,ped_SDSS,ped_SDSSS,ped_SDSSD,ped_SDSD,ped_SDSDS,ped_SDSDD,ped_SDD,ped_SDDS,ped_SDDSS,ped_SDDSD,ped_SDDD,ped_SDDDS,ped_SDDDD,ped_D,ped_DS,ped_DSS,ped_DSSS,ped_DSSSS,ped_DSSSD,ped_DSSD,ped_DSSDS,ped_DSSDD,ped_DSD,ped_DSDS,ped_DSDSS,ped_DSDSD,ped_DSDD,ped_DSDDS,ped_DSDDD,ped_DD,ped_DDS,ped_DDSS,ped_DDSSS,ped_DDSSD,ped_DDSD,ped_DDSDS,ped_DDSDD,ped_DDD,ped_DDDS,ped_DDDSS,ped_DDDSD,ped_DDDD,ped_DDDDS,ped_DDDDD
2010105964,マイネルミラノ,https://db.netkeiba.com/horse/ped/2010105964/,PASS,ステイゴールド,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ゴールデンサッシュ,ディクタス Dictus,Sanctus,Fine Top,Sanelta,Doronic,Worden,Dulzetta,ダイナサッシュ,ノーザンテースト,Northern Dancer,Lady Victoria,ロイヤルサッシュ,Princely Gift,Sash of Honour,パールバーリー Pearl Barley,Polish Precedent,Danzig,Northern Dancer,Nearctic,Natalma,Pas de Nom,Admiral's Voyage,Petitioner,Past Example,Buckpasser,Tom Fool,Busanda,Bold Example,ボールドラツド,Lady Be Good,Pearl Kite,Silver Hawk,Roberto,Hail to Reason,Bramalea,Gris Vitesse,Amerigo,Matchiche,Spur Wing,Storm Bird,Northern Dancer,South Ocean,Equal Change,Arts and Letters,Fairness
2010104298,ラブリーデイ,https://db.netkeiba.com/horse/ped/2010104298/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,ポップコーンジャズ,ダンスインザダーク,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,ダンシングキイ,Nijinsky,Northern Dancer,Flaming Page,Key Partner,Key to the Mint,Native Partner,グレイスルーマー,トニービン Tony Bin,カンパラ,Kalamoun,State Pension,Severn Bridge,Hornbeam,Priddy Fair,ディスクジョッキー,リアルシャダイ,Roberto,Desert Vixen,シャダイチャッター,ノーザンテースト,ペルースポート
2008105362,ナカヤマナイト,https://db.netkeiba.com/horse/ped/2008105362/,PASS,ステイゴールド,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ゴールデンサッシュ,ディクタス Dictus,Sanctus,Fine Top,Sanelta,Doronic,Worden,Dulzetta,ダイナサッシュ,ノーザンテースト,Northern Dancer,Lady Victoria,ロイヤルサッシュ,Princely Gift,Sash of Honour,フィジーガール,カコイーシーズ Cacoethes,Alydar,Raise a Native,Native Dancer,Raise You,Sweet Tooth,On-And-On,Plum Cake,Careless Notion,Jester,Tom Fool,Golden Apple,Miss Uppity,Nasrullah,Nursery School,ツバキヒメ,マルゼンスキー,Nijinsky,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,ヒルガオ,スティンティノ,Sheshoon,Cynara,ロージズデー,Misty Day,Rose's Jewel
2010103783,ロゴタイプ,https://db.netkeiba.com/horse/ped/2010103783/,PASS,ローエングリン,Singspiel,In the Wings In The Wings,Sadler's Wells,Northern Dancer,Fairy Bridge,High Hawk,Shirley Heights,Sunbittern,Glorious Song,Halo,Hail to Reason,Cosmah,Ballade,Herbager,Miss Swapsco,カーリング Carling,Garde Royale,Mill Reef,Never Bend,Milan Mill,Royal Way,Sicambre,Right Away,Corraleja,Carvin,マリーノ,Coraline,Darling Dale,Tyrant,Treat,ステレオタイプ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,スターバレリーナ,Risen Star,Secretariat,Bold Ruler,Somethingroyal,Ribbon,His Majesty,Break Through,ベリアーニ Berliani,Nureyev,Northern Dancer,Special,Eleven Pleasures,What a Pleasure,Eleven Keys
2008103265,デウスウルト,https://db.netkeiba.com/horse/ped/2008103265/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,バプティスタ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ビーバップ,アンバーシャダイ,ノーザンテースト,Northern Dancer,Lady Victoria,クリアアンバー,Ambiopoise,One Clear Call,ビバールクイン,レイズアボーイ,Raise a Native,Masked Lady,ネヴアーキヤツチ,Never Say Die,Eilan Aigas
2010110107,ヒュウマ,https://db.netkeiba.com/horse/ped/2010110107/,PASS,Any Given Saturday,Distorted Humor,フォーティナイナー Forty Niner,Mr. Prospector,Raise a Native,Gold Digger,File,Tom Rolfe,Continue,Danzig's Beauty,Danzig,Northern Dancer,Pas de Nom,Sweetest Chant,Mr. Leader,Gay Sonnet,Weekend in Indy,A.P. Indy,Seattle Slew,Bold Reasoning,My Charmer,Weekend Surprise,Secretariat,Lassie Dear,Whow,Spectacular Bid,Bold Bidder,Spectacular,Hooplah,Hillary,Beadah,Moravia,A.P. Indy,Seattle Slew,Bold Reasoning,Boldnesian,Reason to Earn,My Charmer,Poker,Fair Charmer,Weekend Surprise,Secretariat,Bold Ruler,Somethingroyal,Lassie Dear,Buckpasser,Gay Missile,Gold Canyon,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Golden Treat,Theatrical,Nureyev,ツリーオブノレッジ,Golden Dust,Dusty Canyon,Turn to Joy
2008101384,メイショウナルト,https://db.netkeiba.com/horse/ped/2008101384/,PASS,ハーツクライ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,アイリッシュダンス,トニービン Tony Bin,カンパラ,Kalamoun,State Pension,Severn Bridge,Hornbeam,Priddy Fair,ビューパーダンス Buper Dance,Lyphard,Northern Dancer,Goofed,My Bupers,Bupers,Princess Revoked,スターペスミツコ,カーネギー Carnegie,Sadler's Wells,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Detroit,Riverman,Never Bend,River Lady,Derna,Sunny Boy,Miss Barberie,マーチンミユキ,マルゼンスキー,Nijinsky,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,ミユキカマダ,ダイアトム,Sicambre,Dictaway,ヤヨイカマダ,チャイナロック,コランディア
2009106558,アイスフォーリス,https://db.netkeiba.com/horse/ped/2009106558/,PASS,ステイゴールド,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ゴールデンサッシュ,ディクタス Dictus,Sanctus,Fine Top,Sanelta,Doronic,Worden,Dulzetta,ダイナサッシュ,ノーザンテースト,Northern Dancer,Lady Victoria,ロイヤルサッシュ,Princely Gift,Sash of Honour,リリウム,クロフネ,フレンチデピュティ French Deputy,Deputy Minister,Vice Regent,Mint Copy,Mitterand,Hold Your Peace,Laredo Lass,ブルーアヴェニュー Blue Avenue,Classic Go Go,Pago Pago,Classic Perfection,Eliza Blue,Icecapade,コレラ,ベゴニア Begonia,Plugged Nickle,Key to the Mint,Graustark,Key Bridge,Toll Booth,Buckpasser,Missy Baba,Dahlia,Vaguely Noble,ヴィエナ,Noble Lassie,Charming Alibi,Honeys Alibi,Adorada
2010103776,ユールシンギング,https://db.netkeiba.com/horse/ped/2010103776/,PASS,シンボリクリスエス,Kris S.,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Sharp Queen,Princequillo,Prince Rose,Cosquilla,Bridgework,Occupy,Feale Bridge,Tee Kay,Gold Meridian,Seattle Slew,Bold Reasoning,My Charmer,Queen Louie,Crimson Satan,Reagent,Tri Argo,Tri Jet,Jester,Haze,Hail Proudly,Francis S.,Spanglet,ジョリーノエル,スペシャルウィーク,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,キャンペンガール,マルゼンスキー,Nijinsky,シル,レディーシラオキ,セントクレスピン,ミスアシヤガワ,クリスマスツリー,トニービン Tony Bin,カンパラ,Kalamoun,State Pension,Severn Bridge,Hornbeam,Priddy Fair,オークツリー,リアルシャダイ,Roberto,Desert Vixen,シャダイアイバー,ノーザンテースト,サワーオレンジ
2011106350,マイネルフロスト,https://db.netkeiba.com/horse/ped/2011106350/,PASS,ブラックタイド,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ウインドインハーヘア Wind in Her Hair,Alzao,Lyphard,Northern Dancer,Goofed,Lady Rebecca,Sir Ivor,Pocahontas,Burghclere,Busted,Crepello,Sans le Sou,Highclere,Queen's Hussar,Highlight,スリースノーグラス,グラスワンダー,Silver Hawk,Roberto,Hail to Reason,Bramalea,Gris Vitesse,Amerigo,Matchiche,Ameriflora,Danzig,Northern Dancer,Pas de Nom,Graceful Touch,His Majesty,Pi Phi Gal,ダイヤモンドスノー,Dayjur,Danzig,Northern Dancer,Pas de Nom,Gold Beauty,Mr. Prospector,Stick to Beauty,Ancient Regime,Olden Times,Relic,Djenne,Caterina,Princely Gift,Radiopye
2007102705,ペルーサ,https://db.netkeiba.com/horse/ped/2007102705/,PASS,ゼンノロブロイ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ローミンレイチェル Roamin Rachel,マイニング Mining,Mr. Prospector,Raise a Native,Gold Digger,I Pass,Buckpasser,Impish,One Smart Lady,Clever Trick,Icecapade,Kankakee Miss,Pia's Lady,Pia Star,Plucky Roman,アルゼンチンスター,Candy Stripes,Blushing Groom,Red God,Nasrullah,Spring Run,Runaway Bride,Wild Risk,Aimee,バブルカンパニー Bubble Company,Lyphard,Northern Dancer,Goofed,Prodice,Prominer,Euridice,ディフェレンテ Diferente,Propicio,Dorileo,Aristophanes,Doria,Prontisima,Pronto,Vitariana,Derepente,Samos,Sheshoon,Solotanzerin,Desalmada,The Rabbi,Desafiada
2009105738,クランモンタナ,https://db.netkeiba.com/horse/ped/2009105738/,PASS,ディープインパクト,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ウインドインハーヘア Wind in Her Hair,Alzao,Lyphard,Northern Dancer,Goofed,Lady Rebecca,Sir Ivor,Pocahontas,Burghclere,Busted,Crepello,Sans le Sou,Highclere,Queen's Hussar,Highlight,エアトゥーレ,トニービン Tony Bin,カンパラ Kampala,Kalamoun,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,スキーパラダイス Ski Paradise,Lyphard,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Ski Goggle,ロイヤルスキー,Raja Baba,Coz o'Nijinsky,Mississippi Siren,Delta Judge,Cable Censor
2009104264,ケイアイエレガント,https://db.netkeiba.com/horse/ped/2009104264/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,Post Parade,A.P. Indy,Seattle Slew,Bold Reasoning,Boldnesian,Reason to Earn,My Charmer,Poker,Fair Charmer,Weekend Surprise,Secretariat,Bold Ruler,Somethingroyal,Lassie Dear,Buckpasser,Gay Missile,Spanish Parade,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Nijit,Nijinsky,Northern Dancer,Flaming Page,Bitty Girl,Habitat,Garvey Girl
2009101075,ラブイズブーシェ,https://db.netkeiba.com/horse/ped/2009101075/,PASS,マンハッタンカフェ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,サトルチェンジ Subtle Change,Law Society,Alleged,Hoist the Flag,Princess Pout,Bold Bikini,Boldnesian,Ran-Tan,Santa Luciana,Luciano,Henry the Seventh,Light Arctic,Suleika,Ticino,Schwarzblaurot,ローリエ,メジロマックイーン,メジロティターン,メジロアサマ,パーソロン,スヰート,シエリル,スノッブ,Chanel,メジロオーロラ,リマンド,Alcide,Admonish,メジロアイリス,ヒンドスタン,アサマユリ,ナカミシュンラン,モガミ Mogami,Lyphard,Northern Dancer,Goofed,ノーラック,Lucky Debonair,No Teasing,ナカミサファイヤ,ボールドリック,Round Table,Two Cities,トシマサントス,ムーティエ,シスターサリー
2010104993,バッドボーイ,https://db.netkeiba.com/horse/ped/2010104993/,PASS,マンハッタンカフェ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,サトルチェンジ Subtle Change,Law Society,Alleged,Hoist the Flag,Princess Pout,Bold Bikini,Boldnesian,Ran-Tan,Santa Luciana,Luciano,Henry the Seventh,Light Arctic,Suleika,Ticino,Schwarzblaurot,ミスキ Miski,Miswaki,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Hopespringseternal,Buckpasser,Tom Fool,Busanda,Rose Bower,Princequillo,Lea Lane,Alvernia,Alydar,Raise a Native,Native Dancer,Raise You,Sweet Tooth,On-And-On,Plum Cake,Miss Summer,Luthier,Klairon,Flute Enchantee,Miss Manon,ボンモー,Miss Molly
2009110101,アンコイルド,https://db.netkeiba.com/horse/ped/2009110101/,PASS,Giant's Causeway,Storm Cat,Storm Bird,Northern Dancer,Nearctic,Natalma,South Ocean,New Providence,Shining Sun,Terlingua,Secretariat,Bold Ruler,Somethingroyal,Crimson Saint,Crimson Satan,Bolero Rose,Mariah's Storm,Rahy,Blushing Groom,Red God,Runaway Bride,Glorious Song,Halo,Ballade,イメンス Immense,Roberto,Hail to Reason,Bramalea,Imsodear,Chieftain,Ironically,Tanzania,Alzao,Lyphard,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Lady Rebecca,Sir Ivor,Sir Gaylord,Attica,Pocahontas,Roman,How,Triple Couronne,Riverman,Never Bend,Nasrullah,Lalun,River Lady,Prince John,Nile Lily,Trillion,Hail to Reason,Turn-to,Nothirdchance,Margarethen,Tulyar,Russ-Marie
2008103125,パッションダンス,https://db.netkeiba.com/horse/ped/2008103125/,PASS,ディープインパクト,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ウインドインハーヘア Wind in Her Hair,Alzao,Lyphard,Northern Dancer,Goofed,Lady Rebecca,Sir Ivor,Pocahontas,Burghclere,Busted,Crepello,Sans le Sou,Highclere,Queen's Hussar,Highlight,キッスパシオン,ジェイドロバリー Jade Robbery,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Number,Nijinsky,Northern Dancer,Flaming Page,Special,Forli,Thong,レツツキツス Letkiss,Lyphard,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Limoya,Riva Ridge,First Landing,Iberia,Peronelle,O'Grady,Mashallah
2012102487,クラージュシチー,https://db.netkeiba.com/horse/ped/2012102487/,PASS,ハービンジャー Harbinger,Dansili,デインヒル Danehill,Danzig,Northern Dancer,Pas de Nom,Razyana,His Majesty,Spring Adieu,Hasili,Kahyasi,イルドブルボン,Kadissya,Kerali,High Line,Sookera,Penang Pearl,Bering,Arctic Tern,Sea-Bird,Bubbling Beauty,Beaune,Lyphard,Barbra,Guapa,Shareef Dancer,Northern Dancer,Sweet Alliance,Sauceboat,Connaught,Cranberry Sauce,リボンシチー,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,リボーンガーネット,マルゼンスキー,Nijinsky,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,ウイルプリンセス,サンプリンス,Princely Gift,Costa Sola,エール,フォルティノ,ガーネツト
2012104665,ブライトバローズ,https://db.netkeiba.com/horse/ped/2012104665/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,ジェダイト,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,グリーンポーラ Green Pola,Nijinsky,Northern Dancer,Nearctic,Natalma,Flaming Page,Bull Page,Flaring Top,Irish Valley,Irish River,Riverman,Irish Star,Green Valley,Val de Loir,Sly Pola
2012103195,オトコギイッポン,https://db.netkeiba.com/horse/ped/2012103195/,PASS,キングヘイロー,ダンシングブレーヴ Dancing Brave,Lyphard,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Navajo Princess,Drone,Sir Gaylord,Cap and Bells,Olmec,Pago Pago,Chocolate Beau,グッバイヘイロー Goodbye Halo,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Pound Foolish,Sir Ivor,Sir Gaylord,Attica,Squander,Buckpasser,Discipline,ビクトリーステップ,オジジアン Ogygian,Damascus,Sword Dancer,Sunglow,Highland Fling,Kerala,My Babu,Blade of Time,Gonfalon,Francis S.,Royal Charger,Blue Eyed Momo,Grand Splendor,Correlation,Cequillo,ミセスビクトリア,トニービン Tony Bin,カンパラ,Kalamoun,State Pension,Severn Bridge,Hornbeam,Priddy Fair,ビクトリアクラウン,ファバージ,Princely Gift,Spring Offensive,ワールドハヤブサ,ダイハード,オーハヤブサ
2012104672,ダノンリバティ,https://db.netkeiba.com/horse/ped/2012104672/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,スカーレットベル,エリシオ Helissio,Fairy King,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Helice,Slewpy,Seattle Slew,Rare Bouquet,Hirondelle,Val de l'Orne,Hermanville,スカーレットレディ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,スカーレットローズ,ノーザンテースト,Northern Dancer,Lady Victoria,スカーレットインク,Crimson Satan,Consentida
2012104508,クルーガー,https://db.netkeiba.com/horse/ped/2012104508/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,アディクティド Addicted,ディクタット Diktat,ウォーニング Warning,Known Fact,In Reality,Tamerett,Slightly Dangerous,Roberto,Where You Lead,アルヴォラ Arvola,Sadler's Wells,Northern Dancer,Fairy Bridge,Park Appeal,Ahonoora,Balidaress,Astica,Surumu,Literat,Birkhahn,Lis,Surama,Reliance,Suncourt,Auenliebe,Pentathlon,Ennis,Palmural,Allergie,Lemon Hart,Ara
2012103997,イーデンホール,https://db.netkeiba.com/horse/ped/2012103997/,PASS,ゴールドアリュール,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ニキーヤ Nikiya,Nureyev,Northern Dancer,Nearctic,Natalma,Special,Forli,Thong,Reluctant Guest,Hostage,Nijinsky,Entente,Vaguely Royal,Vaguely Noble,Shoshanna,シーリーコート,Distorted Humor,フォーティナイナー Forty Niner,Mr. Prospector,Raise a Native,Gold Digger,File,Tom Rolfe,Continue,Danzig's Beauty,Danzig,Northern Dancer,Pas de Nom,Sweetest Chant,Mr. Leader,Gay Sonnet,シーリール Sea Reel,Sea Hero,ポリッシュネイビー,Danzig,Navsup,Glowing Tribute,Graustark,Admiring,Reel Special Belle,Reel On Reel,Nijinsky,Tingle Stone,I'm a Bell Raiser,I'ma Hell Raiser,Bellevarde
2012104678,ブラックバゴ,https://db.netkeiba.com/horse/ped/2012104678/,PASS,バゴ Bago,Nashwan,Blushing Groom,Red God,Nasrullah,Spring Run,Runaway Bride,Wild Risk,Aimee,Height of Fashion,Bustino,Busted,Ship Yard,Highclere,Queen's Hussar,Highlight,Moonlight's Box,Nureyev,Northern Dancer,Nearctic,Natalma,Special,Forli,Thong,Coup de Genie,Mr. Prospector,Raise a Native,Gold Digger,Coup de Folie,Halo,Raise the Standard,ステイウィズユー,ステイゴールド,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,ゴールデンサッシュ,ディクタス,Sanctus,Doronic,ダイナサッシュ,ノーザンテースト,ロイヤルサッシュ,アイアンレディ,ホリスキー,マルゼンスキー,Nijinsky,シル,オキノバンダ,オンリーフォアライフ,メジロビーナス,レディフッド,ボールドラツド,Bold Ruler,Misty Morn,カイサイ,ヴィミー,ルーブルクイン
2012106012,タケルラムセス,https://db.netkeiba.com/horse/ped/2012106012/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,ヒシピナクル,Theatrical,Nureyev,Northern Dancer,Nearctic,Natalma,Special,Forli,Thong,ツリーオブノレッジ Tree of Knowledge,Sassafras,Sheshoon,Ruta,Sensibility,Hail to Reason,Pange,Katies,ノノアルコ,Nearctic,Nearco,Lady Angela,Seximee,Hasty Road,Jambo,Mortefontaine,ポリック,Relic,Polaire,Brabantia,Honeyway,Porthaven
2012100734,マイネルシュバリエ,https://db.netkeiba.com/horse/ped/2012100734/,PASS,バトルプラン Battle Plan,エンパイアメーカー Empire Maker,Unbridled,Fappiano,Mr. Prospector,Killaloe,Gana Facil,Le Fabuleux,Charedi,Toussaud,El Gran Senor,Northern Dancer,Sex Appeal,Image of Reality,In Reality,Edee's Image,Flanders,Seeking the Gold,Mr. Prospector,Raise a Native,Gold Digger,Con Game,Buckpasser,Broadway,Starlet Storm,Storm Bird,Northern Dancer,South Ocean,Cinegita,Secretariat,Wanika,マイネポリーヌ,スペシャルウィーク,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,キャンペンガール,マルゼンスキー,Nijinsky,シル,レディーシラオキ,セントクレスピン,ミスアシヤガワ,マイネミレー,マルゼンスキー,Nijinsky,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,オカノブルー,ネプテューヌス,Neptune,Bastia,ヒンドバース,ヒンドスタン,サンマリノ
2012103796,フォワードカフェ,https://db.netkeiba.com/horse/ped/2012103796/,PASS,マンハッタンカフェ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,サトルチェンジ Subtle Change,Law Society,Alleged,Hoist the Flag,Princess Pout,Bold Bikini,Boldnesian,Ran-Tan,Santa Luciana,Luciano,Henry the Seventh,Light Arctic,Suleika,Ticino,Schwarzblaurot,ベストブート Best Boot,Storm Boot,Storm Cat,Storm Bird,Northern Dancer,South Ocean,Terlingua,Secretariat,Crimson Saint,Aliata,Mr. Prospector,Raise a Native,Gold Digger,Drumtop,Round Table,Zonah,Bright Tiara,Chief's Crown,Danzig,Northern Dancer,Pas de Nom,Six Crowns,Secretariat,Chris Evert,Expressive Dance,Riva Ridge,First Landing,Iberia,Exclusive Dancer,Native Dancer,Exclusive
