horse_id,horse_name,source_url,qc_status,ped_S,ped_SS,ped_SSS,ped_SSSS,ped_SSSSS,ped_SSSSD,ped_SSSD,ped_SSSDS,ped_SSSDD,ped_SSD,ped_SSDS,ped_SSDSS,ped_SSDSD,ped_SSDD,ped_SSDDS,ped_SSDDD,ped_SD,ped_SDS,ped_SDSS,ped_SDSSS,ped_SDSSD,ped_SDSD,ped_SDSDS,ped_SDSDD,ped_SDD,ped_SDDS,ped_SDDSS,ped_SDDSD,ped_SDDD,ped_SDDDS,ped_SDDDD,ped_D,ped_DS,ped_DSS,ped_DSSS,ped_DSSSS,ped_DSSSD,ped_DSSD,ped_DSSDS,ped_DSSDD,ped_DSD,ped_DSDS,ped_DSDSS,ped_DSDSD,ped_DSDD,ped_DSDDS,ped_DSDDD,ped_DD,ped_DDS,ped_DDSS,ped_DDSSS,ped_DDSSD,ped_DDSD,ped_DDSDS,ped_DDSDD,ped_DDD,ped_DDDS,ped_DDDSS,ped_DDDSD,ped_DDDD,ped_DDDDS,ped_DDDDD
2012104563,カゼルタ,https://db.netkeiba.com/horse/ped/2012104563/,PASS,ハービンジャー Harbinger,Dansili,デインヒル Danehill,Danzig,Northern Dancer,Pas de Nom,Razyana,His Majesty,Spring Adieu,Hasili,Kahyasi,イルドブルボン,Kadissya,Kerali,High Line,Sookera,Penang Pearl,Bering,Arctic Tern,Sea-Bird,Bubbling Beauty,Beaune,Lyphard,Barbra,Guapa,Shareef Dancer,Northern Dancer,Sweet Alliance,Sauceboat,Connaught,Cranberry Sauce,エルダンジュ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ガゼルロワイヤル Gazelle Royale,Garde Royale,Mill Reef,Never Bend,Milan Mill,Royal Way,Sicambre,Right Away,Beautywal,Magwal,ディクタス,Val Gardena,True Beauty,サンプリンス,Be True
2011103869,サンソヴール,https://db.netkeiba.com/horse/ped/2011103869/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,サンヴィクトワール,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ヴィクトリーバンク,ドクターデヴィアス Dr Devious,Ahonoora,Lorenzaccio,Helen Nichols,Rose of Jericho,Alleged,Rose Red,ライトバンク Right Bank,Luthier,Klairon,Flute Enchantee,Ask Gloria,Sir Ribot,Full Compliment
2011105685,アンジェリック,https://db.netkeiba.com/horse/ped/2011105685/,PASS,シンボリクリスエス,Kris S.,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Sharp Queen,Princequillo,Prince Rose,Cosquilla,Bridgework,Occupy,Feale Bridge,Tee Kay,Gold Meridian,Seattle Slew,Bold Reasoning,My Charmer,Queen Louie,Crimson Satan,Reagent,Tri Argo,Tri Jet,Jester,Haze,Hail Proudly,Francis S.,Spanglet,タガノアイリス,トニービン Tony Bin,カンパラ Kampala,Kalamoun,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,マルカアイリス,ブレイヴェストローマン Bravest Roman,Never Bend,Nasrullah,Lalun,Roman Song,Roman,Quiz Song,イカホゲレン,ハイハット,Hyperion,Madonna,バンバレラ,Bupers,Ambarella
2013101040,クリノラホール,https://db.netkeiba.com/horse/ped/2013101040/,PASS,ダイワメジャー,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,スカーレットブーケ,ノーザンテースト Northern Taste,Northern Dancer,Nearctic,Natalma,Lady Victoria,Victoria Park,Lady Angela,スカーレットインク Scarlet Ink,Crimson Satan,Spy Song,Papila,Consentida,Beau Max,La Menina,クリノビャクダン,クロフネ,フレンチデピュティ French Deputy,Deputy Minister,Vice Regent,Mint Copy,Mitterand,Hold Your Peace,Laredo Lass,ブルーアヴェニュー Blue Avenue,Classic Go Go,Pago Pago,Classic Perfection,Eliza Blue,Icecapade,コレラ,エプソムジョーオー,ニホンピロウイナー,スティールハート,Habitat,A. 1.,ニホンピロエバート,チャイナロック,ライトフレーム,エプソムガール,アローエクスプレス,スパニッシュイクスプレス,ソーダストリーム,ゲシー,ダイハード,ジヤヌワ
2011104124,レーヴデトワール,https://db.netkeiba.com/horse/ped/2011104124/,PASS,ゼンノロブロイ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ローミンレイチェル Roamin Rachel,マイニング Mining,Mr. Prospector,Raise a Native,Gold Digger,I Pass,Buckpasser,Impish,One Smart Lady,Clever Trick,Icecapade,Kankakee Miss,Pia's Lady,Pia Star,Plucky Roman,レーヴドスカー Reve d'Oscar,Highest Honor,Kenmare,Kalamoun,ゼダーン,Khairunissa,Belle of Ireland,Milesian,Belle of the Ball,High River,Riverman,Never Bend,River Lady,Hairbrush,Sir Gaylord,Bug Brush,Numidie,バイアモン Baillamont,Blushing Groom,Red God,Runaway Bride,Lodeve,Shoemaker,Locust Time,Yamuna,Green Dancer,Nijinsky,Green Valley,Yeovil,Sir Gaylord,Sunda
2014105246,サーベラージュ,https://db.netkeiba.com/horse/ped/2014105246/,PASS,ヴィクトワールピサ,ネオユニヴァース,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,ポインテッドパス Pointed Path,Kris,Sharpen Up,Doubly Sure,Silken Way,Shantung,Boulevard,ホワイトウォーターアフェア Whitewater Affair,Machiavellian,Mr. Prospector,Raise a Native,Gold Digger,Coup de Folie,Halo,Raise the Standard,Much Too Risky,Bustino,Busted,Ship Yard,Short Rations,Lorenzaccio,Short Commons,アスペンアベニュー,トワイニング Twining,フォーティナイナー Forty Niner,Mr. Prospector,Raise a Native,Gold Digger,File,Tom Rolfe,Continue,Courtly Dee,Never Bend,Nasrullah,Lalun,Tulle,War Admiral,Judy-Rae,マクダヴィア Mocdavia,ブラッシングジョン Blushing John,Blushing Groom,Red God,Runaway Bride,La Griffe,Prince John,Grafitti,Northern Aspen,Northern Dancer,Nearctic,Natalma,Fall Aspen,Pretense,Change Water
2014100093,イブキ,https://db.netkeiba.com/horse/ped/2014100093/,PASS,ルーラーシップ,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Gold Digger,Miesque,Nureyev,Pasadoble,マンファス Manfath,ラストタイクーン,トライマイベスト,Mill Princess,Pilot Bird,Blakeney,The Dancer,エアグルーヴ,トニービン Tony Bin,カンパラ,Kalamoun,State Pension,Severn Bridge,Hornbeam,Priddy Fair,ダイナカール,ノーザンテースト,Northern Dancer,Lady Victoria,シャダイフェザー,ガーサント,パロクサイド,ピサノドヌーヴ,アグネスタキオン,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,アグネスフローラ,ロイヤルスキー,Raja Baba,Coz o'Nijinsky,アグネスレディー,リマンド,イコマエイカン,エルレイナ,Slew o' Gold,Seattle Slew,Bold Reasoning,My Charmer,Alluvial,Buckpasser,Bayou,エイプリルソネット April Sonnett,Dike,Herbager,Delta,Pass Me,Pass,Schooner
2014106176,ポポカテペトル,https://db.netkeiba.com/horse/ped/2014106176/,PASS,ディープインパクト,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ウインドインハーヘア Wind in Her Hair,Alzao,Lyphard,Northern Dancer,Goofed,Lady Rebecca,Sir Ivor,Pocahontas,Burghclere,Busted,Crepello,Sans le Sou,Highclere,Queen's Hussar,Highlight,ミスパスカリ,Mr. Greeley,Gone West,Mr. Prospector,Raise a Native,Gold Digger,Secrettame,Secretariat,Tamerett,Long Legend,Reviewer,Bold Ruler,Broadway,Lianga,ダンサーズイメージ,Leven Ones,ブルーアヴェニュー Blue Avenue,Classic Go Go,Pago Pago,Matrice,Pompilia,Classic Perfection,Never Bend,Mira Femme,Eliza Blue,Icecapade,Nearctic,Shenanigans,コレラ,Roberto,Catania
2014103124,ジュニエーブル,https://db.netkeiba.com/horse/ped/2014103124/,PASS,スズカフェニックス,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ローズオブスズカ,Fairy King,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Rose of Jericho,Alleged,Hoist the Flag,Princess Pout,Rose Red,Northern Dancer,Cambrienne,ピーチフィズ,スウェプトオーヴァーボード Swept Overboard,エンドスウィープ End Sweep,フォーティナイナー,Mr. Prospector,File,Broom Dance,Dance Spell,Witching Hour,Sheer Ice,Cutlass,Damascus,Aphonia,Hey Dolly A.,Ambehaving,Swift Deal,プリンセスレビュー,エリシオ Helissio,Fairy King,Northern Dancer,Fairy Bridge,Helice,Slewpy,Hirondelle,プリンセスシラオキ,ミルジョージ,Mill Reef,Miss Charisma,クイーンシラオキ,コインドシルバー,ワカシラオキ
2014102696,ニシノアモーレ,https://db.netkeiba.com/horse/ped/2014102696/,PASS,コンデュイット Conduit,Dalakhani,Darshaan,Shirley Heights,Mill Reef,Hardiemma,Delsy,Abdos,Kelty,Daltawa,Miswaki,Mr. Prospector,Hopespringseternal,Damana,クリスタルパレス,Denia,Well Head,Sadler's Wells,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,River Dancer,Irish River,Riverman,Irish Star,Dancing Shadow,ダンサーズイメージ,Sunny Valley,ニシノマナムスメ,アグネスタキオン,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,アグネスフローラ,ロイヤルスキー,Raja Baba,Coz o'Nijinsky,アグネスレディー,リマンド,イコマエイカン,ニシノフラワー,Majestic Light,Majestic Prince,Raise a Native,Gay Hostess,Irradiate,Ribot,High Voltage,デユプリシト Duplicit,Danzig,Northern Dancer,Pas de Nom,Fabulous Fraud,Le Fabuleux,The Bride
2014105929,サンティール,https://db.netkeiba.com/horse/ped/2014105929/,PASS,ハービンジャー Harbinger,Dansili,デインヒル Danehill,Danzig,Northern Dancer,Pas de Nom,Razyana,His Majesty,Spring Adieu,Hasili,Kahyasi,イルドブルボン,Kadissya,Kerali,High Line,Sookera,Penang Pearl,Bering,Arctic Tern,Sea-Bird,Bubbling Beauty,Beaune,Lyphard,Barbra,Guapa,Shareef Dancer,Northern Dancer,Sweet Alliance,Sauceboat,Connaught,Cranberry Sauce,サンヴィクトワール,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ヴィクトリーバンク,ドクターデヴィアス Dr Devious,Ahonoora,Lorenzaccio,Helen Nichols,Rose of Jericho,Alleged,Rose Red,ライトバンク Right Bank,Luthier,Klairon,Flute Enchantee,Ask Gloria,Sir Ribot,Full Compliment
2014102716,コマノインパルス,https://db.netkeiba.com/horse/ped/2014102716/,PASS,バゴ Bago,Nashwan,Blushing Groom,Red God,Nasrullah,Spring Run,Runaway Bride,Wild Risk,Aimee,Height of Fashion,Bustino,Busted,Ship Yard,Highclere,Queen's Hussar,Highlight,Moonlight's Box,Nureyev,Northern Dancer,Nearctic,Natalma,Special,Forli,Thong,Coup de Genie,Mr. Prospector,Raise a Native,Gold Digger,Coup de Folie,Halo,Raise the Standard,コマノアクラ,フジキセキ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,ミルレーサー Millracer,Le Fabuleux,Wild Risk,Anguar,Marston's Mill,In Reality,Millicent,リンデンジョオー,リアルシャダイ Real Shadai,Roberto,Hail to Reason,Bramalea,Desert Vixen,In Reality,Desert Trial,リンデンリリー,ミルジョージ,Mill Reef,Miss Charisma,ラドンナリリー,キタノカチドキ,ヤマニガーサント
2014105466,アダマンティン,https://db.netkeiba.com/horse/ped/2014105466/,PASS,ハービンジャー Harbinger,Dansili,デインヒル Danehill,Danzig,Northern Dancer,Pas de Nom,Razyana,His Majesty,Spring Adieu,Hasili,Kahyasi,イルドブルボン,Kadissya,Kerali,High Line,Sookera,Penang Pearl,Bering,Arctic Tern,Sea-Bird,Bubbling Beauty,Beaune,Lyphard,Barbra,Guapa,Shareef Dancer,Northern Dancer,Sweet Alliance,Sauceboat,Connaught,Cranberry Sauce,キラリダイヤモンド,フジキセキ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,ミルレーサー Millracer,Le Fabuleux,Wild Risk,Anguar,Marston's Mill,In Reality,Millicent,ブリリアントカット,ノーザンテースト Northern Taste,Northern Dancer,Nearctic,Natalma,Lady Victoria,Victoria Park,Lady Angela,ジエヌインダイアモンド Genuine Diamond,Irish Ruler,Bold Ruler,Irish Witch,Diamonds for Dolly,Right Proud,Dolly Dale
2014104389,ガンサリュート,https://db.netkeiba.com/horse/ped/2014104389/,PASS,ダノンシャンティ,フジキセキ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,ミルレーサー Millracer,Le Fabuleux,Wild Risk,Anguar,Marston's Mill,In Reality,Millicent,シャンソネット Chansonnette,Mark of Esteem,Darshaan,Shirley Heights,Delsy,Homage,Ajdal,Home Love,Glorious Song,Halo,Hail to Reason,Cosmah,Ballade,Herbager,Miss Swapsco,ベネディーレ,クロフネ,フレンチデピュティ French Deputy,Deputy Minister,Vice Regent,Mint Copy,Mitterand,Hold Your Peace,Laredo Lass,ブルーアヴェニュー Blue Avenue,Classic Go Go,Pago Pago,Classic Perfection,Eliza Blue,Icecapade,コレラ,ブレッシング,マルゼンスキー,Nijinsky,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,ブラダマンテ Bradamante,Roberto,Hail to Reason,Bramalea,Sulemeif,Northern Dancer,Barely Even
2014104804,アサギリジョー,https://db.netkeiba.com/horse/ped/2014104804/,PASS,ジャングルポケット,トニービン Tony Bin,カンパラ Kampala,Kalamoun,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,ダンスチャーマー Dance Charmer,Nureyev,Northern Dancer,Nearctic,Natalma,Special,Forli,Thong,Skillful Joy,Nodouble,Noholme,Abla-Jay,Skillful Miss,Daryl's Joy,Poliniss,メイクヒストリー,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,シジェームサン Sixieme Sens,Septieme Ciel,Seattle Slew,Bold Reasoning,My Charmer,Maximova,Green Dancer,Baracala,Samalex,Ela-Mana-Mou,ピットカーン,Rose Bertin,Pampas Miss,Pronto,Bayou
2014110001,バリングラ,https://db.netkeiba.com/horse/ped/2014110001/,PASS,Fastnet Rock,デインヒル Danehill,Danzig,Northern Dancer,Nearctic,Natalma,Pas de Nom,Admiral's Voyage,Petitioner,Razyana,His Majesty,Ribot,Flower Bowl,Spring Adieu,Buckpasser,Natalma,Piccadilly Circus,ロイヤルアカデミーII Royal Academy,Nijinsky,Northern Dancer,Flaming Page,Crimson Saint,Crimson Satan,Bolero Rose,Gatana,Marauding,Sir Tristram,Biscalowe,Twigalae,Twig Moss,Hondalae,Sweet Dreams Baby,Montjeu,Sadler's Wells,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Floripedes,Top Ville,High Top,Sega Ville,Toute Cy,Tennyson,Adele Toumignon,シャトゥーシュ,Alzao,Lyphard,Northern Dancer,Goofed,Lady Rebecca,Sir Ivor,Pocahontas,Formulate,Reform,Pall Mall,Country House,Tabulator,Never Say Die,Two Fold
2013105880,シャケトラ,https://db.netkeiba.com/horse/ped/2013105880/,PASS,マンハッタンカフェ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,サトルチェンジ Subtle Change,Law Society,Alleged,Hoist the Flag,Princess Pout,Bold Bikini,Boldnesian,Ran-Tan,Santa Luciana,Luciano,Henry the Seventh,Light Arctic,Suleika,Ticino,Schwarzblaurot,サマーハ Samaaha,Singspiel,In the Wings In The Wings,Sadler's Wells,Northern Dancer,Fairy Bridge,High Hawk,Shirley Heights,Sunbittern,Glorious Song,Halo,Hail to Reason,Cosmah,Ballade,Herbager,Miss Swapsco,Genovefa,Woodman,Mr. Prospector,Raise a Native,Gold Digger,プレイメイト,Buckpasser,Intriguing,Reigning Countess,Far North,Northern Dancer,Fleur,Countess Fager,Dr. Fager,Compassionately
2013104845,テイエムナナヒカリ,https://db.netkeiba.com/horse/ped/2013104845/,PASS,ジャングルポケット,トニービン Tony Bin,カンパラ Kampala,Kalamoun,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,ダンスチャーマー Dance Charmer,Nureyev,Northern Dancer,Nearctic,Natalma,Special,Forli,Thong,Skillful Joy,Nodouble,Noholme,Abla-Jay,Skillful Miss,Daryl's Joy,Poliniss,エリモトゥデイ,ワイルドラッシュ Wild Rush,Wild Again,Icecapade,Nearctic,Shenanigans,Bushel-n-Peck,Khaled,Dama,Rose Park,Plugged Nickle,Key to the Mint,Toll Booth,Hardship,Drone,Hard and Fast,レースカム Race Cam,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Video,Nijinsky,Northern Dancer,Flaming Page,Foreseer,Round Table,Regal Gleam
2009101016,シルクドリーマー,https://db.netkeiba.com/horse/ped/2009101016/,PASS,タニノギムレット,ブライアンズタイム Brian's Time,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Kelley's Day,Graustark,Ribot,Flower Bowl,Golden Trail,Hasty Road,Sunny Vale,タニノクリスタル,クリスタルパレス Crystal Palace,Caro,フォルティノ,Chambord,Hermieres,Sicambre,Vieille Pierre,タニノシーバード Tanino Sea-Bird,Sea-Bird,Dan Cupid,Sicalade,Flaxen,Graustark,Flavia,ドリームキセキ,フジキセキ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,ミルレーサー Millracer,Le Fabuleux,Wild Risk,Anguar,Marston's Mill,In Reality,Millicent,ドリームロッチ,アンシェントタイム Ancient Times,Nijinsky,Northern Dancer,Flaming Page,Nellie Forbes,Secretariat,Comely Nell,シバドリーム,スティールハート,Habitat,A. 1.,ロッチホーク,シーホーク,ロツチ
2011104243,ガリバルディ,https://db.netkeiba.com/horse/ped/2011104243/,PASS,ディープインパクト,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ウインドインハーヘア Wind in Her Hair,Alzao,Lyphard,Northern Dancer,Goofed,Lady Rebecca,Sir Ivor,Pocahontas,Burghclere,Busted,Crepello,Sans le Sou,Highclere,Queen's Hussar,Highlight,シェンク Shenck,Zafonic,Gone West,Mr. Prospector,Raise a Native,Gold Digger,Secrettame,Secretariat,Tamerett,Zaizafon,The Minstrel,Northern Dancer,Fleur,Mofida,Right Tack,Wold Lass,Buckwig,Buckfinder,Buckpasser,Tom Fool,Busanda,Shenanigans,Native Dancer,Bold Irish,Dickie Ludwig,T.V. Commercial,T.V. Lark,Your Hostess,Coppahaunk,To Market,Sharon Wood
2009106222,ラブラドライト,https://db.netkeiba.com/horse/ped/2009106222/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,タンザナイト,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,キャサリーンパー Catherine Parr,Riverman,Never Bend,Nasrullah,Lalun,River Lady,Prince John,Nile Lily,Regal Exception,Ribot,Tenerani,Romanella,Rajput Princess,Prince Taj,Royal Arrival
2012104044,キングルアウ,https://db.netkeiba.com/horse/ped/2012104044/,PASS,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,Nureyev,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス Manfath,ラストタイクーン Last Tycoon,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,Mill Reef,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,Green Dancer,Khazaeen,リュートフルシティ,ウォーエンブレム War Emblem,Our Emblem,Mr. Prospector,Raise a Native,Gold Digger,Personal Ensign,Private Account,Grecian Banner,Sweetest Lady,Lord at War,General,Luna de Miel,Sweetest Roman,The Pruner,I Also,クリックヒア,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,ニュースヴァリュー,Seattle Song,Seattle Slew,Incantation,アンティックヴァリュー,Northern Dancer,Moonscape
2014106464,テーオーフォルテ,https://db.netkeiba.com/horse/ped/2014106464/,PASS,ハービンジャー Harbinger,Dansili,デインヒル Danehill,Danzig,Northern Dancer,Pas de Nom,Razyana,His Majesty,Spring Adieu,Hasili,Kahyasi,イルドブルボン,Kadissya,Kerali,High Line,Sookera,Penang Pearl,Bering,Arctic Tern,Sea-Bird,Bubbling Beauty,Beaune,Lyphard,Barbra,Guapa,Shareef Dancer,Northern Dancer,Sweet Alliance,Sauceboat,Connaught,Cranberry Sauce,グッデーコパ,マンハッタンカフェ,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Cosmah,Wishing Well,Understanding,Mountain Flower,サトルチェンジ Subtle Change,Law Society,Alleged,Bold Bikini,Santa Luciana,Luciano,Suleika,ウェディングオーク,トニービン Tony Bin,カンパラ,Kalamoun,State Pension,Severn Bridge,Hornbeam,Priddy Fair,ヘイアンマーチ,アスワン,ノーザンテースト,リリーオブザナイル,ウエスパーリンドー,ダイハード,スガスミ
2014106010,ダンビュライト,https://db.netkeiba.com/horse/ped/2014106010/,PASS,ルーラーシップ,キングカメハメハ,Kingmambo,Mr. Prospector,Raise a Native,Gold Digger,Miesque,Nureyev,Pasadoble,マンファス Manfath,ラストタイクーン,トライマイベスト,Mill Princess,Pilot Bird,Blakeney,The Dancer,エアグルーヴ,トニービン Tony Bin,カンパラ,Kalamoun,State Pension,Severn Bridge,Hornbeam,Priddy Fair,ダイナカール,ノーザンテースト,Northern Dancer,Lady Victoria,シャダイフェザー,ガーサント,パロクサイド,タンザナイト,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,キャサリーンパー Catherine Parr,Riverman,Never Bend,Nasrullah,Lalun,River Lady,Prince John,Nile Lily,Regal Exception,Ribot,Tenerani,Romanella,Rajput Princess,Prince Taj,Royal Arrival
2014106196,サトノマックス,https://db.netkeiba.com/horse/ped/2014106196/,PASS,ディープインパクト,サンデーサイレンス Sunday Silence,Halo,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,Understanding,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ウインドインハーヘア Wind in Her Hair,Alzao,Lyphard,Northern Dancer,Goofed,Lady Rebecca,Sir Ivor,Pocahontas,Burghclere,Busted,Crepello,Sans le Sou,Highclere,Queen's Hussar,Highlight,ラシャルマンテ La Charmante,Indygo Shiner,A.P. Indy,Seattle Slew,Bold Reasoning,My Charmer,Weekend Surprise,Secretariat,Lassie Dear,Navarra,El Gran Senor,Northern Dancer,Sex Appeal,Image of Reality,In Reality,Edee's Image,La Magie,Luhuk,フォーティナイナー,Mr. Prospector,File,Royal Stance,Dr. Fager,Royal Statute,La Endemoniada,Senor Pete,Green Dancer,She Won't Tell,La Endiablada,Right of Way,Mado
2014104582,キャッスルクラウン,https://db.netkeiba.com/horse/ped/2014104582/,PASS,バンブーエール,アフリート Afleet,Mr. Prospector,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Polite Lady,Venetian Jester,Tom Fool,Venice,Friendly Ways,Green Ticket,Ways to Learn,レインボーウッド Rainbow Wood,Rainbow Quest,Blushing Groom,Red God,Runaway Bride,I Will Follow,Herbager,Where You Lead,Priceless Fame,Irish Castle,Bold Ruler,Castle Forbes,Comely Nell,Commodore M.,Nellie L.,キャッスルスピカ,タイキブリザード,Seattle Slew,Bold Reasoning,Boldnesian,Reason to Earn,My Charmer,Poker,Fair Charmer,ツリーオブノレッジ Tree of Knowledge,Sassafras,Sheshoon,Ruta,Sensibility,Hail to Reason,Pange,サユリチャン,サンシャインボーイ,テスコボーイ,Princely Gift,Suncourt,ソーダストリーム,Airborne,Pangani,クロユリ,メリーナイス,コリムスキー,ツキメリー,ロードパワー,カリム,キクノハタ
